Table,Column,Peril,Country,Model
eqinpc,LIQ,eq,in,INEQ
eqinpc,LIQCV,eq,in,INEQ
eqinpc,LIQUNC,eq,in,INEQ
eqinpc,N160CS,eq,in,INEQ
eqinpc,NDVI,eq,in,INEQ
eqinpc,PHI,eq,in,INEQ
eqinpc,PRECIP,eq,in,INEQ
eqinpc,ROUGH,eq,in,INEQ
eqinpc,SLOPE,eq,in,INEQ
eqinpc,SOIL,eq,in,INEQ
eqinpc,SOILPERIOD,eq,in,INEQ
eqinpc,SOILPEROIDUNC,eq,in,INEQ
eqinpc,SOILTHICKNESS,eq,in,INEQ
eqinpc,SOILUNC,eq,in,INEQ
eqinpc,SOILVS,eq,in,INEQ
eqinpc,STATECODE,eq,in,INEQ
eqinpc,T15,eq,in,INEQ
eqinpc,TOPO,eq,in,INEQ
eqinpc,WFF,eq,in,INEQ
eqinst,BASINID,eq,in,INEQ
eqinst,COHES,eq,in,INEQ
eqinst,CRITD,eq,in,INEQ
eqinst,CTI,eq,in,INEQ
eqinst,DC,eq,in,INEQ
eqinst,DI,eq,in,INEQ
eqinst,DISTRIV,eq,in,INEQ
eqinst,ELEV,eq,in,INEQ
eqinst,EQBI,eq,in,INEQ
eqinst,FIRE,eq,in,INEQ
eqinst,FIRE1,eq,in,INEQ
eqinst,FIRE2,eq,in,INEQ
eqinst,FIRE3,eq,in,INEQ
eqinst,FIRE4,eq,in,INEQ
eqinst,FIRE5,eq,in,INEQ
eqinst,FIRE6,eq,in,INEQ
eqinst,FIRE7,eq,in,INEQ
eqinst,FIRE8,eq,in,INEQ
eqinst,FIREUNC,eq,in,INEQ
eqinst,GDMID,eq,in,INEQ
eqinst,GEOID,eq,in,INEQ
eqinst,GWD,eq,in,INEQ
eqinst,LAND,eq,in,INEQ
eqinst,LANDCV,eq,in,INEQ
eqinst,LANDUNC,eq,in,INEQ
eqinst,LIQ,eq,in,INEQ
eqinst,LIQCV,eq,in,INEQ
eqinst,LIQUNC,eq,in,INEQ
eqinst,N160CS,eq,in,INEQ
eqinst,NDVI,eq,in,INEQ
eqinst,PHI,eq,in,INEQ
eqinst,PRECIP,eq,in,INEQ
eqinst,ROUGH,eq,in,INEQ
eqinst,SLOPE,eq,in,INEQ
eqinst,SOIL,eq,in,INEQ
eqinst,SOILPERIOD,eq,in,INEQ
eqinst,SOILPEROIDUNC,eq,in,INEQ
eqinst,SOILTHICKNESS,eq,in,INEQ
eqinst,SOILUNC,eq,in,INEQ
eqinst,SOILVS,eq,in,INEQ
eqinst,T15,eq,in,INEQ
eqinst,TOPO,eq,in,INEQ
eqinst,WFF,eq,in,INEQ
eqinvrg_geoid,STATECODE,eq,in,INEQ
eqinvrg_geoid,VRGHAZARD,eq,in,INEQ
eqinvrgland,COHES,eq,in,INEQ
eqinvrgland,GEOID,eq,in,INEQ
eqinvrgland,HAZ,eq,in,INEQ
eqinvrgland,HAZUNC,eq,in,INEQ
eqinvrgland,LANDCV,eq,in,INEQ
eqinvrgland,NDVI,eq,in,INEQ
eqinvrgland,PHI,eq,in,INEQ
eqinvrgland,ROUGH,eq,in,INEQ
eqinvrgliq,CRITD,eq,in,INEQ
eqinvrgliq,DC,eq,in,INEQ
eqinvrgliq,DI,eq,in,INEQ
eqinvrgliq,DISTRIV,eq,in,INEQ
eqinvrgliq,GEOID,eq,in,INEQ
eqinvrgliq,HAZ,eq,in,INEQ
eqinvrgliq,HAZUNC,eq,in,INEQ
eqinvrgliq,LIQCV,eq,in,INEQ
eqinvrgliq,N160CS,eq,in,INEQ
eqinvrgliq,T15,eq,in,INEQ
eqinvrgliq,WFF,eq,in,INEQ
eqinvrgsoil,GEOID,eq,in,INEQ
eqinvrgsoil,HAZ,eq,in,INEQ
eqinvrgsoil,HAZUNC,eq,in,INEQ
eqitcr,BASINID,eq,it,0
eqitcr,COHES,eq,it,0
eqitcr,CRITD,eq,it,0
eqitcr,CTI,eq,it,0
eqitcr,DC,eq,it,0
eqitcr,DI,eq,it,0
eqitcr,DISTRIV,eq,it,0
eqitcr,ELEV,eq,it,0
eqitcr,EQBI,eq,it,0
eqitcr,FIRE,eq,it,0
eqitcr,FIRE1,eq,it,0
eqitcr,FIRE2,eq,it,0
eqitcr,FIRE3,eq,it,0
eqitcr,FIRE4,eq,it,0
eqitcr,FIRE5,eq,it,0
eqitcr,FIRE6,eq,it,0
eqitcr,FIRE7,eq,it,0
eqitcr,FIRE8,eq,it,0
eqitcr,FIREUNC,eq,it,0
eqitcr,GDMID,eq,it,0
eqitcr,GEOID,eq,it,0
eqitcr,GWD,eq,it,0
eqitcr,LAND,eq,it,0
eqitcr,LANDCV,eq,it,0
eqitcr,LANDUNC,eq,it,0
eqitcr,LIQ,eq,it,0
eqitcr,LIQCV,eq,it,0
eqitcr,LIQUNC,eq,it,0
eqitcr,N160CS,eq,it,0
eqitcr,NDVI,eq,it,0
eqitcr,PHI,eq,it,0
eqitcr,PRECIP,eq,it,0
eqitcr,ROUGH,eq,it,0
eqitcr,SLOPE,eq,it,0
eqitcr,SOIL,eq,it,0
eqitcr,SOILPERIOD,eq,it,0
eqitcr,SOILPEROIDUNC,eq,it,0
eqitcr,SOILTHICKNESS,eq,it,0
eqitcr,SOILUNC,eq,it,0
eqitcr,SOILVS,eq,it,0
eqitcr,T15,eq,it,0
eqitcr,TOPO,eq,it,0
eqitcr,WFF,eq,it,0
eqitcy,BASINID,eq,it,0
eqitcy,COHES,eq,it,0
eqitcy,CRITD,eq,it,0
eqitcy,CTI,eq,it,0
eqitcy,DC,eq,it,0
eqitcy,DI,eq,it,0
eqitcy,DISTRIV,eq,it,0
eqitcy,ELEV,eq,it,0
eqitcy,EQBI,eq,it,0
eqitcy,FIRE,eq,it,0
eqitcy,FIRE1,eq,it,0
eqitcy,FIRE2,eq,it,0
eqitcy,FIRE3,eq,it,0
eqitcy,FIRE4,eq,it,0
eqitcy,FIRE5,eq,it,0
eqitcy,FIRE6,eq,it,0
eqitcy,FIRE7,eq,it,0
eqitcy,FIRE8,eq,it,0
eqitcy,FIREUNC,eq,it,0
eqitcy,GDMID,eq,it,0
eqitcy,GEOID,eq,it,0
eqitcy,GWD,eq,it,0
eqitcy,LAND,eq,it,0
eqitcy,LANDCV,eq,it,0
eqitcy,LANDUNC,eq,it,0
eqitcy,LIQ,eq,it,0
eqitcy,LIQCV,eq,it,0
eqitcy,LIQUNC,eq,it,0
eqitcy,N160CS,eq,it,0
eqitcy,NDVI,eq,it,0
eqitcy,PHI,eq,it,0
eqitcy,PRECIP,eq,it,0
eqitcy,ROUGH,eq,it,0
eqitcy,SLOPE,eq,it,0
eqitcy,SOIL,eq,it,0
eqitcy,SOILPERIOD,eq,it,0
eqitcy,SOILPEROIDUNC,eq,it,0
eqitcy,SOILTHICKNESS,eq,it,0
eqitcy,SOILUNC,eq,it,0
eqitcy,SOILVS,eq,it,0
eqitcy,STATECODE,eq,it,0
eqitcy,T15,eq,it,0
eqitcy,TOPO,eq,it,0
eqitcy,WFF,eq,it,0
eqitpc,BASINID,eq,it,0
eqitpc,COHES,eq,it,0
eqitpc,CRITD,eq,it,0
eqitpc,CTI,eq,it,0
eqitpc,DC,eq,it,0
eqitpc,DI,eq,it,0
eqitpc,DISTRIV,eq,it,0
eqitpc,ELEV,eq,it,0
eqitpc,EQBI,eq,it,0
eqitpc,FIRE,eq,it,0
eqitpc,FIRE1,eq,it,0
eqitpc,FIRE2,eq,it,0
eqitpc,FIRE3,eq,it,0
eqitpc,FIRE4,eq,it,0
eqitpc,FIRE5,eq,it,0
eqitpc,FIRE6,eq,it,0
eqitpc,FIRE7,eq,it,0
eqitpc,FIRE8,eq,it,0
eqitpc,FIREUNC,eq,it,0
eqitpc,GDMID,eq,it,0
eqitpc,GEOID,eq,it,0
eqitpc,GWD,eq,it,0
eqitpc,LAND,eq,it,0
eqitpc,LANDCV,eq,it,0
eqitpc,LANDUNC,eq,it,0
eqitpc,LIQ,eq,it,0
eqitpc,LIQCV,eq,it,0
eqitpc,LIQUNC,eq,it,0
eqitpc,N160CS,eq,it,0
eqitpc,NDVI,eq,it,0
eqitpc,PHI,eq,it,0
eqitpc,PRECIP,eq,it,0
eqitpc,ROUGH,eq,it,0
eqitpc,SLOPE,eq,it,0
eqitpc,SOIL,eq,it,0
eqitpc,SOILPERIOD,eq,it,0
eqitpc,SOILPEROIDUNC,eq,it,0
eqitpc,SOILTHICKNESS,eq,it,0
eqitpc,SOILUNC,eq,it,0
eqitpc,SOILVS,eq,it,0
eqitpc,STATECODE,eq,it,0
eqitpc,T15,eq,it,0
eqitpc,TOPO,eq,it,0
eqitpc,WFF,eq,it,0
eqitst,BASINID,eq,it,0
eqitst,COHES,eq,it,0
eqitst,CRITD,eq,it,0
eqitst,CTI,eq,it,0
eqitst,DC,eq,it,0
eqitst,DI,eq,it,0
eqitst,DISTRIV,eq,it,0
eqitst,ELEV,eq,it,0
eqitst,EQBI,eq,it,0
eqitst,FIRE,eq,it,0
eqitst,FIRE1,eq,it,0
eqitst,FIRE2,eq,it,0
eqitst,FIRE3,eq,it,0
eqitst,FIRE4,eq,it,0
eqitst,FIRE5,eq,it,0
eqitst,FIRE6,eq,it,0
eqitst,FIRE7,eq,it,0
eqitst,FIRE8,eq,it,0
eqitst,FIREUNC,eq,it,0
eqitst,GDMID,eq,it,0
eqitst,GEOID,eq,it,0
eqitst,GWD,eq,it,0
eqitst,LAND,eq,it,0
eqitst,LANDCV,eq,it,0
eqitst,LANDUNC,eq,it,0
eqitst,LIQ,eq,it,0
eqitst,LIQCV,eq,it,0
eqitst,LIQUNC,eq,it,0
eqitst,N160CS,eq,it,0
eqitst,NDVI,eq,it,0
eqitst,PHI,eq,it,0
eqitst,PRECIP,eq,it,0
eqitst,ROUGH,eq,it,0
eqitst,SLOPE,eq,it,0
eqitst,SOIL,eq,it,0
eqitst,SOILPERIOD,eq,it,0
eqitst,SOILPEROIDUNC,eq,it,0
eqitst,SOILTHICKNESS,eq,it,0
eqitst,SOILUNC,eq,it,0
eqitst,SOILVS,eq,it,0
eqitst,T15,eq,it,0
eqitst,TOPO,eq,it,0
eqitst,WFF,eq,it,0
eqitvrg_geoid,STATECODE,eq,it,0
eqitvrg_geoid,VRGHAZARD,eq,it,0
eqitvrgland,COHES,eq,it,0
eqitvrgland,GEOID,eq,it,0
eqitvrgland,HAZ,eq,it,0
eqitvrgland,HAZUNC,eq,it,0
eqitvrgland,LANDCV,eq,it,0
eqitvrgland,NDVI,eq,it,0
eqitvrgland,PHI,eq,it,0
eqitvrgland,ROUGH,eq,it,0
eqitvrgliq,CRITD,eq,it,0
eqitvrgliq,DC,eq,it,0
eqitvrgliq,DI,eq,it,0
eqitvrgliq,DISTRIV,eq,it,0
eqitvrgliq,GEOID,eq,it,0
eqitvrgliq,HAZ,eq,it,0
eqitvrgliq,HAZUNC,eq,it,0
eqitvrgliq,LIQCV,eq,it,0
eqitvrgliq,N160CS,eq,it,0
eqitvrgliq,T15,eq,it,0
eqitvrgliq,WFF,eq,it,0
eqitvrgsoil,GEOID,eq,it,0
eqitvrgsoil,HAZ,eq,it,0
eqitvrgsoil,HAZUNC,eq,it,0
eqjpcr,BASINID,eq,jp,JPEQ
eqjpcr,COHES,eq,jp,JPEQ
eqjpcr,CRITD,eq,jp,JPEQ
eqjpcr,CTI,eq,jp,JPEQ
eqjpcr,DC,eq,jp,JPEQ
eqjpcr,DI,eq,jp,JPEQ
eqjpcr,DISTRIV,eq,jp,JPEQ
eqjpcr,ELEV,eq,jp,JPEQ
eqjpcr,EQBI,eq,jp,JPEQ
eqjpcr,FIRE,eq,jp,JPEQ
eqjpcr,FIRE1,eq,jp,JPEQ
eqjpcr,FIRE2,eq,jp,JPEQ
eqjpcr,FIRE3,eq,jp,JPEQ
eqjpcr,FIRE4,eq,jp,JPEQ
eqjpcr,FIRE5,eq,jp,JPEQ
eqjpcr,FIRE6,eq,jp,JPEQ
eqjpcr,FIRE7,eq,jp,JPEQ
eqjpcr,FIRE8,eq,jp,JPEQ
eqjpcr,FIREUNC,eq,jp,JPEQ
eqjpcr,GDMID,eq,jp,JPEQ
eqjpcr,GEOID,eq,jp,JPEQ
eqjpcr,GWD,eq,jp,JPEQ
eqjpcr,LAND,eq,jp,JPEQ
eqjpcr,LANDCV,eq,jp,JPEQ
eqjpcr,LANDUNC,eq,jp,JPEQ
eqjpcr,LIQ,eq,jp,JPEQ
eqjpcr,LIQCV,eq,jp,JPEQ
eqjpcr,LIQUNC,eq,jp,JPEQ
eqjpcr,N160CS,eq,jp,JPEQ
eqjpcr,NDVI,eq,jp,JPEQ
eqjpcr,PHI,eq,jp,JPEQ
eqjpcr,PRECIP,eq,jp,JPEQ
eqjpcr,ROUGH,eq,jp,JPEQ
eqjpcr,SLOPE,eq,jp,JPEQ
eqjpcr,SOIL,eq,jp,JPEQ
eqjpcr,SOILPERIOD,eq,jp,JPEQ
eqjpcr,SOILPEROIDUNC,eq,jp,JPEQ
eqjpcr,SOILTHICKNESS,eq,jp,JPEQ
eqjpcr,SOILUNC,eq,jp,JPEQ
eqjpcr,SOILVS,eq,jp,JPEQ
eqjpcr,T15,eq,jp,JPEQ
eqjpcr,TOPO,eq,jp,JPEQ
eqjpcr,WFF,eq,jp,JPEQ
eqjpct,BASINID,eq,jp,JPEQ
eqjpct,COHES,eq,jp,JPEQ
eqjpct,CRITD,eq,jp,JPEQ
eqjpct,CTI,eq,jp,JPEQ
eqjpct,DC,eq,jp,JPEQ
eqjpct,DI,eq,jp,JPEQ
eqjpct,DISTRIV,eq,jp,JPEQ
eqjpct,ELEV,eq,jp,JPEQ
eqjpct,EQBI,eq,jp,JPEQ
eqjpct,FIRE,eq,jp,JPEQ
eqjpct,FIRE1,eq,jp,JPEQ
eqjpct,FIRE2,eq,jp,JPEQ
eqjpct,FIRE3,eq,jp,JPEQ
eqjpct,FIRE4,eq,jp,JPEQ
eqjpct,FIRE5,eq,jp,JPEQ
eqjpct,FIRE6,eq,jp,JPEQ
eqjpct,FIRE7,eq,jp,JPEQ
eqjpct,FIRE8,eq,jp,JPEQ
eqjpct,FIREUNC,eq,jp,JPEQ
eqjpct,GDMID,eq,jp,JPEQ
eqjpct,GEOID,eq,jp,JPEQ
eqjpct,GWD,eq,jp,JPEQ
eqjpct,LAND,eq,jp,JPEQ
eqjpct,LANDCV,eq,jp,JPEQ
eqjpct,LANDUNC,eq,jp,JPEQ
eqjpct,LIQ,eq,jp,JPEQ
eqjpct,LIQCV,eq,jp,JPEQ
eqjpct,LIQUNC,eq,jp,JPEQ
eqjpct,N160CS,eq,jp,JPEQ
eqjpct,NDVI,eq,jp,JPEQ
eqjpct,PHI,eq,jp,JPEQ
eqjpct,PRECIP,eq,jp,JPEQ
eqjpct,ROUGH,eq,jp,JPEQ
eqjpct,SLOPE,eq,jp,JPEQ
eqjpct,SOIL,eq,jp,JPEQ
eqjpct,SOILPERIOD,eq,jp,JPEQ
eqjpct,SOILPEROIDUNC,eq,jp,JPEQ
eqjpct,SOILTHICKNESS,eq,jp,JPEQ
eqjpct,SOILUNC,eq,jp,JPEQ
eqjpct,SOILVS,eq,jp,JPEQ
eqjpct,STATECODE,eq,jp,JPEQ
eqjpct,T15,eq,jp,JPEQ
eqjpct,TOPO,eq,jp,JPEQ
eqjpct,WFF,eq,jp,JPEQ
eqjpst,BASINID,eq,jp,JPEQ
eqjpst,COHES,eq,jp,JPEQ
eqjpst,CRITD,eq,jp,JPEQ
eqjpst,CTI,eq,jp,JPEQ
eqjpst,DC,eq,jp,JPEQ
eqjpst,DI,eq,jp,JPEQ
eqjpst,DISTRIV,eq,jp,JPEQ
eqjpst,ELEV,eq,jp,JPEQ
eqjpst,EQBI,eq,jp,JPEQ
eqjpst,FIRE,eq,jp,JPEQ
eqjpst,FIRE1,eq,jp,JPEQ
eqjpst,FIRE2,eq,jp,JPEQ
eqjpst,FIRE3,eq,jp,JPEQ
eqjpst,FIRE4,eq,jp,JPEQ
eqjpst,FIRE5,eq,jp,JPEQ
eqjpst,FIRE6,eq,jp,JPEQ
eqjpst,FIRE7,eq,jp,JPEQ
eqjpst,FIRE8,eq,jp,JPEQ
eqjpst,FIREUNC,eq,jp,JPEQ
eqjpst,GDMID,eq,jp,JPEQ
eqjpst,GEOID,eq,jp,JPEQ
eqjpst,GWD,eq,jp,JPEQ
eqjpst,LAND,eq,jp,JPEQ
eqjpst,LANDCV,eq,jp,JPEQ
eqjpst,LANDUNC,eq,jp,JPEQ
eqjpst,LIQ,eq,jp,JPEQ
eqjpst,LIQCV,eq,jp,JPEQ
eqjpst,LIQUNC,eq,jp,JPEQ
eqjpst,N160CS,eq,jp,JPEQ
eqjpst,NDVI,eq,jp,JPEQ
eqjpst,PHI,eq,jp,JPEQ
eqjpst,PRECIP,eq,jp,JPEQ
eqjpst,ROUGH,eq,jp,JPEQ
eqjpst,SLOPE,eq,jp,JPEQ
eqjpst,SOIL,eq,jp,JPEQ
eqjpst,SOILPERIOD,eq,jp,JPEQ
eqjpst,SOILPEROIDUNC,eq,jp,JPEQ
eqjpst,SOILTHICKNESS,eq,jp,JPEQ
eqjpst,SOILUNC,eq,jp,JPEQ
eqjpst,SOILVS,eq,jp,JPEQ
eqjpst,T15,eq,jp,JPEQ
eqjpst,TOPO,eq,jp,JPEQ
eqjpst,WFF,eq,jp,JPEQ
eqjpvrg_geoid,STATECODE,eq,jp,JPEQ
eqjpvrg_geoid,VRGHAZARD,eq,jp,JPEQ
eqjpvrgliq,CRITD,eq,jp,JPEQ
eqjpvrgliq,DC,eq,jp,JPEQ
eqjpvrgliq,DI,eq,jp,JPEQ
eqjpvrgliq,DISTRIV,eq,jp,JPEQ
eqjpvrgliq,GEOID,eq,jp,JPEQ
eqjpvrgliq,HAZ,eq,jp,JPEQ
eqjpvrgliq,HAZUNC,eq,jp,JPEQ
eqjpvrgliq,LIQCV,eq,jp,JPEQ
eqjpvrgliq,N160CS,eq,jp,JPEQ
eqjpvrgliq,T15,eq,jp,JPEQ
eqjpvrgliq,WFF,eq,jp,JPEQ
eqjpvrgsoil,GEOID,eq,jp,JPEQ
eqjpvrgsoil,HAZ,eq,jp,JPEQ
eqjpvrgsoil,HAZUNC,eq,jp,JPEQ
eqkrcr,BASINID,eq,kr,KREQ
eqkrcr,COHES,eq,kr,KREQ
eqkrcr,CRITD,eq,kr,KREQ
eqkrcr,CTI,eq,kr,KREQ
eqkrcr,DC,eq,kr,KREQ
eqkrcr,DI,eq,kr,KREQ
eqkrcr,DISTRIV,eq,kr,KREQ
eqkrcr,ELEV,eq,kr,KREQ
eqkrcr,EQBI,eq,kr,KREQ
eqkrcr,FIRE,eq,kr,KREQ
eqkrcr,FIRE1,eq,kr,KREQ
eqkrcr,FIRE2,eq,kr,KREQ
eqkrcr,FIRE3,eq,kr,KREQ
eqkrcr,FIRE4,eq,kr,KREQ
eqkrcr,FIRE5,eq,kr,KREQ
eqkrcr,FIRE6,eq,kr,KREQ
eqkrcr,FIRE7,eq,kr,KREQ
eqkrcr,FIRE8,eq,kr,KREQ
eqkrcr,FIREUNC,eq,kr,KREQ
eqkrcr,GDMID,eq,kr,KREQ
eqkrcr,GEOID,eq,kr,KREQ
eqkrcr,GWD,eq,kr,KREQ
eqkrcr,LAND,eq,kr,KREQ
eqkrcr,LANDCV,eq,kr,KREQ
eqkrcr,LANDUNC,eq,kr,KREQ
eqkrcr,LIQ,eq,kr,KREQ
eqkrcr,LIQCV,eq,kr,KREQ
eqkrcr,LIQUNC,eq,kr,KREQ
eqkrcr,N160CS,eq,kr,KREQ
eqkrcr,NDVI,eq,kr,KREQ
eqkrcr,PHI,eq,kr,KREQ
eqkrcr,PRECIP,eq,kr,KREQ
eqkrcr,ROUGH,eq,kr,KREQ
eqkrcr,SLOPE,eq,kr,KREQ
eqkrcr,SOIL,eq,kr,KREQ
eqkrcr,SOILPERIOD,eq,kr,KREQ
eqkrcr,SOILPEROIDUNC,eq,kr,KREQ
eqkrcr,SOILTHICKNESS,eq,kr,KREQ
eqkrcr,SOILUNC,eq,kr,KREQ
eqkrcr,SOILVS,eq,kr,KREQ
eqkrcr,T15,eq,kr,KREQ
eqkrcr,TOPO,eq,kr,KREQ
eqkrcr,WFF,eq,kr,KREQ
eqkrcy,BASINID,eq,kr,KREQ
eqkrcy,COHES,eq,kr,KREQ
eqkrcy,CRITD,eq,kr,KREQ
eqkrcy,CTI,eq,kr,KREQ
eqkrcy,DC,eq,kr,KREQ
eqkrcy,DI,eq,kr,KREQ
eqkrcy,DISTRIV,eq,kr,KREQ
eqkrcy,ELEV,eq,kr,KREQ
eqkrcy,EQBI,eq,kr,KREQ
eqkrcy,FIRE,eq,kr,KREQ
eqkrcy,FIRE1,eq,kr,KREQ
eqkrcy,FIRE2,eq,kr,KREQ
eqkrcy,FIRE3,eq,kr,KREQ
eqkrcy,FIRE4,eq,kr,KREQ
eqkrcy,FIRE5,eq,kr,KREQ
eqkrcy,FIRE6,eq,kr,KREQ
eqkrcy,FIRE7,eq,kr,KREQ
eqkrcy,FIRE8,eq,kr,KREQ
eqkrcy,FIREUNC,eq,kr,KREQ
eqkrcy,GDMID,eq,kr,KREQ
eqkrcy,GEOID,eq,kr,KREQ
eqkrcy,GWD,eq,kr,KREQ
eqkrcy,LAND,eq,kr,KREQ
eqkrcy,LANDCV,eq,kr,KREQ
eqkrcy,LANDUNC,eq,kr,KREQ
eqkrcy,LIQ,eq,kr,KREQ
eqkrcy,LIQCV,eq,kr,KREQ
eqkrcy,LIQUNC,eq,kr,KREQ
eqkrcy,N160CS,eq,kr,KREQ
eqkrcy,NDVI,eq,kr,KREQ
eqkrcy,PHI,eq,kr,KREQ
eqkrcy,PRECIP,eq,kr,KREQ
eqkrcy,ROUGH,eq,kr,KREQ
eqkrcy,SLOPE,eq,kr,KREQ
eqkrcy,SOIL,eq,kr,KREQ
eqkrcy,SOILPERIOD,eq,kr,KREQ
eqkrcy,SOILPEROIDUNC,eq,kr,KREQ
eqkrcy,SOILTHICKNESS,eq,kr,KREQ
eqkrcy,SOILUNC,eq,kr,KREQ
eqkrcy,SOILVS,eq,kr,KREQ
eqkrcy,STATECODE,eq,kr,KREQ
eqkrcy,T15,eq,kr,KREQ
eqkrcy,TOPO,eq,kr,KREQ
eqkrcy,WFF,eq,kr,KREQ
eqkrdt,BASINID,eq,kr,KREQ
eqkrdt,COHES,eq,kr,KREQ
eqkrdt,CRITD,eq,kr,KREQ
eqkrdt,CTI,eq,kr,KREQ
eqkrdt,DC,eq,kr,KREQ
eqkrdt,DI,eq,kr,KREQ
eqkrdt,DISTRIV,eq,kr,KREQ
eqkrdt,ELEV,eq,kr,KREQ
eqkrdt,EQBI,eq,kr,KREQ
eqkrdt,FIRE,eq,kr,KREQ
eqkrdt,FIRE1,eq,kr,KREQ
eqkrdt,FIRE2,eq,kr,KREQ
eqkrdt,FIRE3,eq,kr,KREQ
eqkrdt,FIRE4,eq,kr,KREQ
eqkrdt,FIRE5,eq,kr,KREQ
eqkrdt,FIRE6,eq,kr,KREQ
eqkrdt,FIRE7,eq,kr,KREQ
eqkrdt,FIRE8,eq,kr,KREQ
eqkrdt,FIREUNC,eq,kr,KREQ
eqkrdt,GDMID,eq,kr,KREQ
eqkrdt,GEOID,eq,kr,KREQ
eqkrdt,GWD,eq,kr,KREQ
eqkrdt,LAND,eq,kr,KREQ
eqkrdt,LANDCV,eq,kr,KREQ
eqkrdt,LANDUNC,eq,kr,KREQ
eqkrdt,LIQ,eq,kr,KREQ
eqkrdt,LIQCV,eq,kr,KREQ
eqkrdt,LIQUNC,eq,kr,KREQ
eqkrdt,N160CS,eq,kr,KREQ
eqkrdt,NDVI,eq,kr,KREQ
eqkrdt,PHI,eq,kr,KREQ
eqkrdt,PRECIP,eq,kr,KREQ
eqkrdt,ROUGH,eq,kr,KREQ
eqkrdt,SLOPE,eq,kr,KREQ
eqkrdt,SOIL,eq,kr,KREQ
eqkrdt,SOILPERIOD,eq,kr,KREQ
eqkrdt,SOILPEROIDUNC,eq,kr,KREQ
eqkrdt,SOILTHICKNESS,eq,kr,KREQ
eqkrdt,SOILUNC,eq,kr,KREQ
eqkrdt,SOILVS,eq,kr,KREQ
eqkrdt,STATECODE,eq,kr,KREQ
eqkrdt,T15,eq,kr,KREQ
eqkrdt,TOPO,eq,kr,KREQ
eqkrdt,WFF,eq,kr,KREQ
eqkrvrg_geoid,STATECODE,eq,kr,KREQ
eqkrvrg_geoid,VRGHAZARD,eq,kr,KREQ
eqkrvrgland,COHES,eq,kr,KREQ
eqkrvrgland,GEOID,eq,kr,KREQ
eqkrvrgland,HAZ,eq,kr,KREQ
eqkrvrgland,HAZUNC,eq,kr,KREQ
eqkrvrgland,LANDCV,eq,kr,KREQ
eqkrvrgland,NDVI,eq,kr,KREQ
eqkrvrgland,PHI,eq,kr,KREQ
eqkrvrgland,ROUGH,eq,kr,KREQ
eqkrvrgliq,CRITD,eq,kr,KREQ
eqkrvrgliq,DC,eq,kr,KREQ
eqkrvrgliq,DI,eq,kr,KREQ
eqkrvrgliq,DISTRIV,eq,kr,KREQ
eqkrvrgliq,GEOID,eq,kr,KREQ
eqkrvrgliq,HAZ,eq,kr,KREQ
eqkrvrgliq,HAZUNC,eq,kr,KREQ
eqkrvrgliq,LIQCV,eq,kr,KREQ
eqkrvrgliq,N160CS,eq,kr,KREQ
eqkrvrgliq,T15,eq,kr,KREQ
eqkrvrgliq,WFF,eq,kr,KREQ
eqkrvrgsoil,GEOID,eq,kr,KREQ
eqkrvrgsoil,HAZ,eq,kr,KREQ
eqkrvrgsoil,HAZUNC,eq,kr,KREQ
eqlicr,BASINID,eq,li,0
eqlicr,COHES,eq,li,0
eqlicr,CRITD,eq,li,0
eqlicr,CTI,eq,li,0
eqlicr,DC,eq,li,0
eqlicr,DI,eq,li,0
eqlicr,DISTRIV,eq,li,0
eqlicr,ELEV,eq,li,0
eqlicr,EQBI,eq,li,0
eqlicr,FIRE,eq,li,0
eqlicr,FIRE1,eq,li,0
eqlicr,FIRE2,eq,li,0
eqlicr,FIRE3,eq,li,0
eqlicr,FIRE4,eq,li,0
eqlicr,FIRE5,eq,li,0
eqlicr,FIRE6,eq,li,0
eqlicr,FIRE7,eq,li,0
eqlicr,FIRE8,eq,li,0
eqlicr,FIREUNC,eq,li,0
eqlicr,GDMID,eq,li,0
eqlicr,GEOID,eq,li,0
eqlicr,GWD,eq,li,0
eqlicr,LAND,eq,li,0
eqlicr,LANDCV,eq,li,0
eqlicr,LANDUNC,eq,li,0
eqlicr,LIQ,eq,li,0
eqlicr,LIQCV,eq,li,0
eqlicr,LIQUNC,eq,li,0
eqlicr,N160CS,eq,li,0
eqlicr,NDVI,eq,li,0
eqlicr,PHI,eq,li,0
eqlicr,PRECIP,eq,li,0
eqlicr,ROUGH,eq,li,0
eqlicr,SLOPE,eq,li,0
eqlicr,SOIL,eq,li,0
eqlicr,SOILPERIOD,eq,li,0
eqlicr,SOILPEROIDUNC,eq,li,0
eqlicr,SOILTHICKNESS,eq,li,0
eqlicr,SOILUNC,eq,li,0
eqlicr,SOILVS,eq,li,0
eqlicr,T15,eq,li,0
eqlicr,TOPO,eq,li,0
eqlicr,WFF,eq,li,0
eqlipc,BASINID,eq,li,0
eqlipc,COHES,eq,li,0
eqlipc,CRITD,eq,li,0
eqlipc,CTI,eq,li,0
eqlipc,DC,eq,li,0
eqlipc,DI,eq,li,0
eqlipc,DISTRIV,eq,li,0
eqlipc,ELEV,eq,li,0
eqlipc,EQBI,eq,li,0
eqlipc,FIRE,eq,li,0
eqlipc,FIRE1,eq,li,0
eqlipc,FIRE2,eq,li,0
eqlipc,FIRE3,eq,li,0
eqlipc,FIRE4,eq,li,0
eqlipc,FIRE5,eq,li,0
